Ensembl_id,gene_name
ENSDARG00000103310,znf1053
ENSDARG00000115655,znf1075
ENSDARG00000100421,znf1129
ENSDARG00000070351,hoxc11a
ENSDARG00000117156,si:dkey-7j22
ENSDARG00000087290,si:ch211-202h22
ENSDARG00000089142,zgc:113119
ENSDARG00000075545,si:dkey-89b17
ENSDARG00000115456,zgc:173575
ENSDARG00000104735,nkx6
ENSDARG00000057680,foxj2
ENSDARG00000074548,zbtb17
ENSDARG00000116054,zbtb37
ENSDARG00000018688,elk3
ENSDARG00000025495,nhlh2
ENSDARG00000092503,arid1b
ENSDARG00000099245,CABZ01081752.1
ENSDARG00000088844,deaf1
ENSDARG00000115896,CR376839.4
ENSDARG00000105562,si:dkey-23i12
ENSDARG00000076010,twist1b
ENSDARG00000099999,tcf3b
ENSDARG00000093170,mef2b
ENSDARG00000093562,si:dkey-20i20
ENSDARG00000040764,id1
ENSDARG00000055750,foxp3a
ENSDARG00000101959,etv1
ENSDARG00000100479,si:dkey-43f9
ENSDARG00000098032,si:dkey-7i4
ENSDARG00000112976,gtf2ird1
ENSDARG00000099331,CABZ01064859.1
ENSDARG00000034893,rarab
ENSDARG00000102837,znf1145
ENSDARG00000114543,CR450724.3
ENSDARG00000046019,snai1b
ENSDARG00000114392,AL845357.4
ENSDARG00000012788,foxa3
ENSDARG00000104262,si:dkey-56m15
ENSDARG00000070951,hmga1b
ENSDARG00000110917,si:ch211-223a21
ENSDARG00000112010,sub1b
ENSDARG00000103527,si:dkeyp-35e5
ENSDARG00000002779,pdx1
ENSDARG00000031562,tada2a
ENSDARG00000092354,si:ch211-284e13
ENSDARG00000009418,mef2cb
ENSDARG00000071719,si:dkey-20i20
ENSDARG00000055792,foxo4
ENSDARG00000055690,CU655961.1
ENSDARG00000117116,CR932000.3
ENSDARG00000098986,znf1040
ENSDARG00000105834,znf971
ENSDARG00000111082,CR450766.1
ENSDARG00000103417,si:dkey-269o24
ENSDARG00000111233,pax7a
ENSDARG00000075107,nkx2.4a
ENSDARG00000032285,zgc:113294
ENSDARG00000077353,rerea
ENSDARG00000102867,srfb
ENSDARG00000070477,dnajc2
ENSDARG00000101327,znf1076
ENSDARG00000039899,zbtb7a
ENSDARG00000100591,sox32
ENSDARG00000042796,yy1a
ENSDARG00000078324,PRDM16
ENSDARG00000114521,CR388165.2
ENSDARG00000111998,znf1099
ENSDARG00000114967,dmrt2b
ENSDARG00000089434,etv7
ENSDARG00000100803,zgc:113443
ENSDARG00000030297,sox13
ENSDARG00000104350,si:dkey-68o6
ENSDARG00000088331,znf1028
ENSDARG00000071418,gbx1
ENSDARG00000063258,rfx5
ENSDARG00000110506,CR352327.2
ENSDARG00000109275,pdx1
ENSDARG00000109950,BX004962.3
ENSDARG00000042180,foxl2a
ENSDARG00000028731,stat4
ENSDARG00000111016,CU633479.4
ENSDARG00000096120,si:ch73-266f23
ENSDARG00000027658,irf10
ENSDARG00000098730,en1b
ENSDARG00000102139,CABZ01081748.1
ENSDARG00000100882,znf1154
ENSDARG00000109287,CABZ01078261.1
ENSDARG00000100055,tox2
ENSDARG00000008454,cpeb1b
ENSDARG00000011299,blzf1
ENSDARG00000011564,sfpq
ENSDARG00000016730,rfxank
ENSDARG00000016771,tfa
ENSDARG00000018492,znf503
ENSDARG00000019950,carf
ENSDARG00000023659,gabpb1
ENSDARG00000026489,khsrp
ENSDARG00000027403,zgpat
ENSDARG00000027612,gatad1
ENSDARG00000028431,adnp2b
ENSDARG00000031954,rbck1
ENSDARG00000034293,hif1ab
ENSDARG00000035678,zgc:91910
ENSDARG00000036281,FO704915.1
ENSDARG00000036489,zgc:112356
ENSDARG00000037030,casz1
ENSDARG00000040727,tfb1m
ENSDARG00000040861,tcf25
ENSDARG00000042496,parp12a
ENSDARG00000045401,mllt10
ENSDARG00000045857,cebpz
ENSDARG00000045874,yeats4
ENSDARG00000052122,rag1
ENSDARG00000053864,elmsan1b
ENSDARG00000056856,tax1bp1b
ENSDARG00000057414,phb
ENSDARG00000057671,epas1b
ENSDARG00000057708,zgc:175264
ENSDARG00000057997,tmf1
ENSDARG00000059398,myef2
ENSDARG00000060113,znf395a
ENSDARG00000060600,capn15
ENSDARG00000067591,puraa
ENSDARG00000068822,purba
ENSDARG00000069432,plscr3b
ENSDARG00000070485,cenps
ENSDARG00000070922,cnbpb
ENSDARG00000074468,prdm11
ENSDARG00000075569,gpbp1l1
ENSDARG00000076928,tet2
ENSDARG00000077013,znf280d
ENSDARG00000077530,ahctf1
ENSDARG00000091512,nfrkb
ENSDARG00000093022,selenoh
ENSDARG00000093799,setbp1
ENSDARG00000098348,znf326
ENSDARG00000099187,purg
ENSDARG00000100536,nkrf
ENSDARG00000101602,preb
ENSDARG00000102267,znf750
ENSDARG00000103388,znf609a
ENSDARG00000103791,nme2b
ENSDARG00000104049,crebl2
ENSDARG00000104325,plek
ENSDARG00000109958,AL929190.2
ENSDARG00000113223,CR626890.2
ENSDARG00000115892,BX957239.2
