,P.Value,adj.P.Val,logFC,gene,lateral line
ENSDARG00000092664,0.982155875,0.999737975,0.066579872,si:dkey-93m18.3,FALSE
ENSDARG00000045842,0.982155875,0.999737975,0.066579872,zgc:113263,FALSE
ENSDARG00000005652,0.982155875,0.999737975,0.066579872,man1a1,FALSE
ENSDARG00000055113,0.982155875,0.999737975,0.066579872,pom121,FALSE
ENSDARG00000042829,0.982155875,0.999737975,0.066579872,si:dkey-30j22.1,FALSE
ENSDARG00000056605,0.982155875,0.999737975,0.066579872,wbp2,FALSE
ENSDARG00000002174,0.982155875,0.999737975,0.066579872,itfg2,FALSE
ENSDARG00000100108,0.982155875,0.999737975,0.066579872,cul3b,FALSE
ENSDARG00000100981,0.982155875,0.999737975,0.066579872,CCDC39,FALSE
ENSDARG00000074852,0.982155875,0.999737975,0.066579872,myo15b,FALSE
ENSDARG00000035633,0.982155875,0.999737975,0.066579872,tctn2,FALSE
ENSDARG00000090975,0.982155875,0.999737975,0.066579872,CR848032.1,FALSE
ENSDARG00000076296,0.982155875,0.999737975,0.066579872,triqk,FALSE
ENSDARG00000033182,0.982155875,0.999737975,0.066579872,arl4ab,FALSE
ENSDARG00000031562,0.982155875,0.999737975,0.066579872,tada2a,FALSE
ENSDARG00000036100,0.982155875,0.999737975,0.066579872,eya3,FALSE
ENSDARG00000102765,0.982155875,0.999737975,0.066579872,lonp1,FALSE
ENSDARG00000077442,0.982155875,0.999737975,0.066579872,tubgcp5,FALSE
ENSDARG00000101175,0.982155875,0.999737975,0.066579872,mcu,FALSE
ENSDARG00000073813,0.982155875,0.999737975,0.066579872,scly,FALSE
ENSDARG00000099996,0.982155875,0.999737975,0.066579872,rhot1a,FALSE
ENSDARG00000090830,0.982155875,0.999737975,0.066579872,tmem132e,TRUE
ENSDARG00000078546,0.982155875,0.999737975,0.066579872,cars2,FALSE
ENSDARG00000037018,0.982155875,0.999737975,0.066579872,gab1,FALSE
ENSDARG00000099746,0.982155875,0.999737975,0.066579872,rgs3a,FALSE
ENSDARG00000103610,0.982155875,0.999737975,0.066579872,actr8,FALSE
ENSDARG00000061946,0.982155875,0.999737975,0.066579872,commd4,FALSE
ENSDARG00000102060,0.982155875,0.999737975,0.066579872,zgc:92873,FALSE
ENSDARG00000100265,0.982155875,0.999737975,0.066579872,rhcgb,FALSE
ENSDARG00000101037,0.982155875,0.999737975,0.066579872,asf1ba,TRUE
ENSDARG00000052624,0.982155875,0.999737975,0.066579872,spryd7a,FALSE
ENSDARG00000078280,0.982155875,0.999737975,0.066579872,nkx3-1,FALSE
ENSDARG00000042338,0.982155875,0.999737975,0.066579872,lpar2a,FALSE
ENSDARG00000062146,0.982155875,0.999737975,0.066579872,larp4b,FALSE
ENSDARG00000096270,0.982155875,0.999737975,0.066579872,si:dkey-176g1.6,FALSE
ENSDARG00000027851,0.982155875,0.999737975,0.066579872,ccdc191,FALSE
ENSDARG00000070278,0.982155875,0.999737975,0.066579872,mettl14,FALSE
ENSDARG00000001969,0.982155875,0.999737975,0.066579872,txlng,FALSE
ENSDARG00000017929,0.982155875,0.999737975,0.066579872,ncoa2,FALSE
ENSDARG00000037415,0.982155875,0.999737975,0.066579872,dlgap1b,FALSE
ENSDARG00000097346,0.982155875,0.999737975,0.066579872,ten1,FALSE
ENSDARG00000018178,0.982155875,0.999737975,0.066579872,pgm2,FALSE
ENSDARG00000101869,0.982155875,0.999737975,0.066579872,magi3a,FALSE
ENSDARG00000078270,0.982155875,0.999737975,0.066579872,mast4,FALSE
ENSDARG00000094890,0.982155875,0.999737975,0.066579872,si:ch211-163b2.4,FALSE
ENSDARG00000009629,0.982155875,0.999737975,0.066579872,unc119.1,FALSE
ENSDARG00000032256,0.982155875,0.999737975,0.066579872,txndc16,FALSE
ENSDARG00000077530,0.982155875,0.999737975,0.066579872,ahctf1,FALSE
ENSDARG00000057286,0.982155875,0.999737975,0.066579872,swap70b,FALSE
ENSDARG00000055784,0.982155875,0.999737975,0.066579872,ptpn3,FALSE
ENSDARG00000088452,0.982155875,0.999737975,0.066579872,si:dkey-24i24.3,FALSE
ENSDARG00000098387,0.982155875,0.999737975,0.066579872,tmem176l.3a,FALSE
ENSDARG00000016775,0.982155875,0.999737975,0.066579872,aqr,FALSE
ENSDARG00000032072,0.982155875,0.999737975,0.066579872,cdk16,FALSE
ENSDARG00000062612,0.982155875,0.999737975,0.066579872,dhx37,FALSE
ENSDARG00000098081,0.982155875,0.999737975,0.066579872,FO704905.1,FALSE
ENSDARG00000075819,0.982155875,0.999737975,0.066579872,arhgef2,FALSE
ENSDARG00000011498,0.982155875,0.999737975,0.066579872,si:ch211-212o1.2,FALSE
ENSDARG00000020131,0.982155875,0.999737975,0.066579872,fnbp1l,FALSE
ENSDARG00000076889,0.982155875,0.999737975,0.066579872,ralgapa1,FALSE
ENSDARG00000056600,0.982340027,0.999737975,0.052435598,papss2b,FALSE
ENSDARG00000078502,0.982420065,0.999737975,-0.054468856,si:ch211-150o23.3,FALSE
ENSDARG00000104178,0.982438765,0.999737975,0.027634047,si:ch73-152o7.1,FALSE
ENSDARG00000023394,0.982516236,0.999737975,-0.042535381,slc37a2,FALSE
ENSDARG00000092115,0.982659728,0.999737975,-0.010957337,eif4a1a,TRUE
ENSDARG00000043304,0.982708074,0.999737975,-0.024436295,nop2,FALSE
ENSDARG00000037358,0.982781299,0.999737975,-0.044143868,polr3e,FALSE
ENSDARG00000098153,0.982795661,0.999737975,0.064192581,lhfpl2b,FALSE
ENSDARG00000036541,0.982795661,0.999737975,0.064192581,rhbdf1a,FALSE
ENSDARG00000056102,0.982795661,0.999737975,0.064192581,uxs1,FALSE
ENSDARG00000038467,0.982795661,0.999737975,0.064192581,igsf8,FALSE
ENSDARG00000005355,0.982795661,0.999737975,0.064192581,larp6,FALSE
ENSDARG00000070903,0.982795661,0.999737975,0.064192581,met,FALSE
ENSDARG00000019160,0.982795661,0.999737975,0.064192581,sh3bp5la,FALSE
ENSDARG00000078604,0.982795661,0.999737975,0.064192581,tbc1d10b,FALSE
ENSDARG00000009899,0.982795661,0.999737975,0.064192581,znf385a,FALSE
ENSDARG00000078328,0.982795661,0.999737975,0.064192581,sec22a,FALSE
ENSDARG00000018765,0.982795661,0.999737975,0.064192581,pknox1.1,FALSE
ENSDARG00000026871,0.982795661,0.999737975,0.064192581,uchl1,FALSE
ENSDARG00000098239,0.982795661,0.999737975,0.064192581,zgc:85932,FALSE
ENSDARG00000025703,0.982795661,0.999737975,0.064192581,dmgdh,FALSE
ENSDARG00000101868,0.982795661,0.999737975,0.064192581,dennd1b,FALSE
ENSDARG00000042045,0.982795661,0.999737975,0.064192581,hmg20b,FALSE
ENSDARG00000100242,0.982795661,0.999737975,0.064192581,dph5,FALSE
ENSDARG00000020000,0.982795661,0.999737975,0.064192581,sh3bp4a,FALSE
ENSDARG00000041339,0.982795661,0.999737975,0.064192581,zgc:92380,FALSE
ENSDARG00000007250,0.982795661,0.999737975,0.064192581,use1,FALSE
ENSDARG00000102538,0.982795661,0.999737975,0.064192581,mccc1,FALSE
ENSDARG00000077085,0.982795661,0.999737975,0.064192581,zgc:110821,FALSE
ENSDARG00000044241,0.982795661,0.999737975,0.064192581,dram2b,FALSE
ENSDARG00000069946,0.982795661,0.999737975,0.064192581,itga6b,FALSE
ENSDARG00000078657,0.982795661,0.999737975,0.064192581,si:zfos-1324h11.5,FALSE
ENSDARG00000074166,0.982795661,0.999737975,0.064192581,birc6,FALSE
ENSDARG00000056005,0.982795661,0.999737975,0.064192581,dnajc18,FALSE
ENSDARG00000091669,0.982795661,0.999737975,0.064192581,si:dkey-17e16.17,FALSE
ENSDARG00000039974,0.982795661,0.999737975,0.064192581,rai14,FALSE
ENSDARG00000052923,0.982795661,0.999737975,0.064192581,zgc:113162,FALSE
ENSDARG00000031044,0.982795661,0.999737975,0.064192581,lipg,FALSE
ENSDARG00000095938,0.982795661,0.999737975,0.064192581,si:ch211-79h18.2,FALSE
ENSDARG00000102463,0.982795661,0.999737975,0.064192581,cox18,FALSE
ENSDARG00000037100,0.982795661,0.999737975,0.064192581,ankrd10a,FALSE
ENSDARG00000086789,0.982795661,0.999737975,0.064192581,bahd1,FALSE
ENSDARG00000099235,0.982795661,0.999737975,0.064192581,hook2,FALSE
ENSDARG00000007722,0.982795661,0.999737975,0.064192581,nudt8,FALSE
ENSDARG00000069185,0.982795661,0.999737975,0.064192581,celsr1a,FALSE
ENSDARG00000025043,0.982795661,0.999737975,0.064192581,trip13,FALSE
ENSDARG00000103741,0.982795661,0.999737975,0.064192581,BX649620.1,FALSE
ENSDARG00000014427,0.982795661,0.999737975,0.064192581,mxe,FALSE
ENSDARG00000101034,0.982795661,0.999737975,0.064192581,ZC3H12A (1 to many),FALSE
ENSDARG00000067752,0.982795661,0.999737975,0.064192581,pigl,FALSE
ENSDARG00000061763,0.982795661,0.999737975,0.064192581,spata5l1,FALSE
ENSDARG00000096142,0.982795661,0.999737975,0.064192581,si:dkey-54f18.2,FALSE
ENSDARG00000024940,0.982795661,0.999737975,0.064192581,rnf144b,FALSE
ENSDARG00000016260,0.982795661,0.999737975,0.064192581,fxr2,FALSE
ENSDARG00000075625,0.982795661,0.999737975,0.064192581,lrig1,FALSE
ENSDARG00000059960,0.982795661,0.999737975,0.064192581,plch2a,FALSE
ENSDARG00000010673,0.982795661,0.999737975,0.064192581,trim16,FALSE
ENSDARG00000073926,0.982795661,0.999737975,0.064192581,synrg,FALSE
ENSDARG00000092364,0.982795661,0.999737975,0.064192581,si:ch211-218c6.8,FALSE
ENSDARG00000010155,0.982795661,0.999737975,0.064192581,abi1a,FALSE
ENSDARG00000068969,0.982795661,0.999737975,0.064192581,zgc:153759,FALSE
ENSDARG00000073923,0.982795661,0.999737975,0.064192581,adck2,FALSE
ENSDARG00000069409,0.982795661,0.999737975,0.064192581,gkup,FALSE
ENSDARG00000074688,0.982795661,0.999737975,0.064192581,fbrs,FALSE
ENSDARG00000016594,0.982795661,0.999737975,0.064192581,haus4,FALSE
ENSDARG00000040571,0.982795661,0.999737975,0.064192581,ube4a,FALSE
ENSDARG00000039125,0.982795661,0.999737975,0.064192581,map4k5,FALSE
ENSDARG00000099742,0.982815198,0.999737975,0.062928482,heatr1,TRUE
ENSDARG00000054334,0.982879129,0.999737975,-0.042382737,dctpp1,FALSE
ENSDARG00000092610,0.982891173,0.999737975,0.053184082,lamp1,FALSE
ENSDARG00000022418,0.982896602,0.999737975,-0.044163321,faf1,FALSE
ENSDARG00000018319,0.982900579,0.999737975,0.052744931,arglu1b,FALSE
ENSDARG00000044769,0.983030084,0.999737975,0.04028764,kctd13,FALSE
ENSDARG00000090634,0.983049679,0.999737975,0.052824064,si:dkey-226k3.4,FALSE
ENSDARG00000014867,0.983071588,0.999737975,-0.004235816,rpl8,FALSE
ENSDARG00000025350,0.983071811,0.999737975,-0.008650113,prdx2,FALSE
ENSDARG00000102787,0.983089017,0.999737975,0.05284473,fam193a,FALSE
ENSDARG00000098822,0.983101219,0.999737975,0.052851122,tcerg1a,FALSE
ENSDARG00000057583,0.983117185,0.999737975,0.052859473,prrc2c,FALSE
ENSDARG00000041895,0.983130513,0.999737975,-0.042937849,cad,FALSE
ENSDARG00000037640,0.9831319,0.999737975,0.052867157,aurkb,TRUE
ENSDARG00000040881,0.983197667,0.999737975,0.04765178,hnrnph1,FALSE
ENSDARG00000056021,0.983309069,0.999737975,0.062276875,sostdc1b,FALSE
ENSDARG00000038428,0.983309069,0.999737975,0.062276875,sulf1,TRUE
ENSDARG00000096899,0.983309069,0.999737975,0.062276875,si:ch73-166c6.1,FALSE
ENSDARG00000015657,0.983309069,0.999737975,0.062276875,zgc:77112,FALSE
ENSDARG00000079329,0.983309069,0.999737975,0.062276875,rfwd2,FALSE
ENSDARG00000042920,0.983309069,0.999737975,0.062276875,sult3st3,FALSE
ENSDARG00000009074,0.983309069,0.999737975,0.062276875,cbr4,FALSE
ENSDARG00000070108,0.983309069,0.999737975,0.062276875,dek,FALSE
ENSDARG00000063062,0.983309069,0.999737975,0.062276875,ubn2a,FALSE
ENSDARG00000079639,0.983321474,0.999737975,0.047727496,PRRC2B,FALSE
ENSDARG00000098639,0.983342937,0.999737975,0.033301347,pycr1b,FALSE
ENSDARG00000104940,0.983480263,0.999737975,0.023919366,fam96a,FALSE
ENSDARG00000094836,0.983504307,0.999737975,0.05305761,si:ch211-195b15.8,FALSE
ENSDARG00000077982,0.983540076,0.999737975,-0.016002679,elf3,FALSE
ENSDARG00000058543,0.983663151,0.999737975,0.047930558,lama5,FALSE
ENSDARG00000044545,0.983749308,0.999737975,0.053178803,zgc:77262,FALSE
ENSDARG00000017842,0.983778188,0.999737975,0.047997041,syvn1,FALSE
ENSDARG00000004517,0.98385304,0.999737975,0.042311009,ppat,FALSE
ENSDARG00000041991,0.983941673,0.999737975,0.042226037,rrp9,FALSE
ENSDARG00000055763,0.983956577,0.999737975,0.053278873,tmem115,FALSE
ENSDARG00000093382,0.983968781,0.999737975,-0.036195636,uqcc3,FALSE
ENSDARG00000009689,0.983993932,0.999737975,0.045728931,daam1b,FALSE
ENSDARG00000052030,0.984078549,0.999737975,0.036838227,akr1a1b,FALSE
ENSDARG00000025348,0.984084885,0.999737975,0.025632238,igfbp5b,TRUE
ENSDARG00000057983,0.984094091,0.999737975,-0.014872479,svopl,FALSE
ENSDARG00000058494,0.98413041,0.999737975,-0.037963325,dnaja3a,FALSE
ENSDARG00000104696,0.984131666,0.999737975,0.059207501,apooa,FALSE
ENSDARG00000104716,0.984131666,0.999737975,0.059207501,zgc:91849,FALSE
ENSDARG00000088040,0.984131666,0.999737975,0.059207501,MDP1,FALSE
ENSDARG00000016263,0.984131666,0.999737975,0.059207501,zdhhc5a,FALSE
ENSDARG00000075639,0.984131666,0.999737975,0.059207501,si:ch211-89o9.6,FALSE
ENSDARG00000078261,0.984131666,0.999737975,0.059207501,nphp3,FALSE
ENSDARG00000038302,0.984131666,0.999737975,0.059207501,ccar2,FALSE
ENSDARG00000097878,0.984131666,0.999737975,0.059207501,si:ch73-376g11.3,FALSE
ENSDARG00000077248,0.984131666,0.999737975,0.059207501,zgc:171459,FALSE
ENSDARG00000009266,0.984131666,0.999737975,0.059207501,uevld,FALSE
ENSDARG00000000542,0.984131666,0.999737975,0.059207501,gtf2e1,FALSE
ENSDARG00000036888,0.984131666,0.999737975,0.059207501,zgc:153935,FALSE
ENSDARG00000037537,0.984131666,0.999737975,0.059207501,fam58a,FALSE
ENSDARG00000014139,0.984131666,0.999737975,0.059207501,srp72,FALSE
ENSDARG00000014386,0.984131666,0.999737975,0.059207501,galnt6,FALSE
ENSDARG00000041362,0.984131666,0.999737975,0.059207501,chmp7,FALSE
ENSDARG00000074779,0.984131666,0.999737975,0.059207501,alms1,FALSE
ENSDARG00000039616,0.984131666,0.999737975,0.059207501,cenpk,FALSE
ENSDARG00000007092,0.984131666,0.999737975,0.059207501,xab2,FALSE
ENSDARG00000030914,0.984131666,0.999737975,0.059207501,tmem120a,FALSE
ENSDARG00000060411,0.984131666,0.999737975,0.059207501,ddx28,FALSE
ENSDARG00000062749,0.984131666,0.999737975,0.059207501,ino80b,FALSE
ENSDARG00000100534,0.984131666,0.999737975,0.059207501,irak4,FALSE
ENSDARG00000088713,0.984131666,0.999737975,0.059207501,si:ch211-226h8.14,FALSE
ENSDARG00000092074,0.984131666,0.999737975,0.059207501,hcst,FALSE
ENSDARG00000074623,0.984131666,0.999737975,0.059207501,tbc1d31,FALSE
ENSDARG00000012222,0.984131666,0.999737975,0.059207501,nup35,FALSE
ENSDARG00000021433,0.984131666,0.999737975,0.059207501,asmtl,FALSE
ENSDARG00000093658,0.984131666,0.999737975,0.059207501,tm7sf3,FALSE
ENSDARG00000089705,0.984131666,0.999737975,0.059207501,ABCF3,FALSE
ENSDARG00000074009,0.984131666,0.999737975,0.059207501,znf1059,FALSE
ENSDARG00000034457,0.984131666,0.999737975,0.059207501,si:ch211-163l21.7,FALSE
ENSDARG00000100363,0.984131666,0.999737975,0.059207501,dcun1d5,FALSE
ENSDARG00000099560,0.984131666,0.999737975,0.059207501,lyrm5a,FALSE
ENSDARG00000039684,0.984131666,0.999737975,0.059207501,sirt5,FALSE
ENSDARG00000003811,0.984131666,0.999737975,0.059207501,plxnb2a,FALSE
ENSDARG00000031587,0.984131666,0.999737975,0.059207501,flvcr1,FALSE
ENSDARG00000042428,0.984131666,0.999737975,0.059207501,gstt1a,FALSE
ENSDARG00000073917,0.984131666,0.999737975,0.059207501,b3glcta,FALSE
ENSDARG00000035556,0.984131666,0.999737975,0.059207501,rps6ka3a,FALSE
ENSDARG00000011770,0.984131666,0.999737975,0.059207501,dhrs12,FALSE
ENSDARG00000062370,0.984131666,0.999737975,0.059207501,bcl2l13,FALSE
ENSDARG00000006128,0.984131666,0.999737975,0.059207501,cep170aa,FALSE
ENSDARG00000053447,0.984131666,0.999737975,0.059207501,ppp4r2b,FALSE
ENSDARG00000041896,0.984131666,0.999737975,0.059207501,dnajc5ga,FALSE
ENSDARG00000067608,0.984131666,0.999737975,0.059207501,zswim7,FALSE
ENSDARG00000069538,0.984131666,0.999737975,0.059207501,gtf3c4,FALSE
ENSDARG00000008946,0.984131666,0.999737975,0.059207501,ccdc127b,FALSE
ENSDARG00000052553,0.984131666,0.999737975,0.059207501,lig3,FALSE
ENSDARG00000038097,0.984131666,0.999737975,0.059207501,pigq,FALSE
ENSDARG00000060569,0.984131666,0.999737975,0.059207501,tmem229b,FALSE
ENSDARG00000055474,0.984131666,0.999737975,0.059207501,dexi,FALSE
ENSDARG00000004034,0.984131666,0.999737975,0.059207501,arhgdig,FALSE
ENSDARG00000041407,0.984131666,0.999737975,0.059207501,rmdn3,FALSE
ENSDARG00000087461,0.984131666,0.999737975,0.059207501,ATP5J2,FALSE
ENSDARG00000075325,0.984156533,0.999737975,-0.035754842,mrpl16,FALSE
ENSDARG00000078865,0.984175489,0.999737975,0.053382182,cxxc5a,FALSE
ENSDARG00000070390,0.98419679,0.999737975,0.053392106,flad1,FALSE
ENSDARG00000078974,0.98420492,0.999737975,0.048235745,COA4,FALSE
ENSDARG00000031198,0.984205551,0.999737975,-0.033405823,hmg20a,FALSE
ENSDARG00000020929,0.98427386,0.999737975,0.053427824,fam49ba,FALSE
ENSDARG00000009868,0.984344635,0.999737975,0.048823458,dcaf11,FALSE
ENSDARG00000005191,0.984352829,0.999737975,-0.01967292,ahcy,FALSE
ENSDARG00000030448,0.984377633,0.999737975,0.053475454,sppl2,FALSE
ENSDARG00000040564,0.984387919,0.999737975,0.053480147,hnrnpul1,FALSE
ENSDARG00000103271,0.984392116,0.999737975,0.05348206,pla2g15,FALSE
ENSDARG00000073724,0.984405936,0.999737975,0.053488354,nlrx1,FALSE
ENSDARG00000016143,0.984415815,0.999737975,0.053492847,xiap,FALSE
ENSDARG00000022968,0.984415815,0.999737975,0.053492847,fxr1,FALSE
ENSDARG00000070686,0.984424457,0.999737975,0.037761742,cdipt,FALSE
ENSDARG00000026806,0.984429484,0.999737975,0.053499056,taf8,FALSE
ENSDARG00000042892,0.984446335,0.999737975,0.053506699,paip1,FALSE
ENSDARG00000043842,0.984446335,0.999737975,0.053506699,si:ch73-111k22.2,FALSE
ENSDARG00000043554,0.984446368,0.999737975,0.053506714,mrpl40,FALSE
ENSDARG00000075857,0.984448264,0.999737975,0.053507573,PGS1,FALSE
ENSDARG00000038306,0.984449964,0.999737975,0.053508343,tsc22d1,FALSE
ENSDARG00000104596,0.984465115,0.999737975,0.0535152,gtf2a1l,FALSE
ENSDARG00000024465,0.984468276,0.999737975,0.053516629,mrps18a,FALSE
ENSDARG00000069302,0.984469692,0.999737975,0.053517269,snx9b,FALSE
ENSDARG00000003109,0.984470665,0.999737975,0.053517708,rcan1a,FALSE
ENSDARG00000056740,0.984471053,0.999737975,0.053517884,tmeff1b,FALSE
ENSDARG00000005980,0.98447111,0.999737975,0.05351791,sfswap,FALSE
ENSDARG00000053668,0.984513787,0.999737975,0.057781696,stag2b,FALSE
ENSDARG00000100611,0.984513787,0.999737975,0.057781696,bcl7ba,FALSE
ENSDARG00000101687,0.984513787,0.999737975,0.057781696,MAP4 (1 to many),FALSE
ENSDARG00000104225,0.984513787,0.999737975,0.057781696,ndel1b,FALSE
ENSDARG00000007443,0.984513787,0.999737975,0.057781696,fbxl18,FALSE
ENSDARG00000009607,0.984513787,0.999737975,0.057781696,ccnc,FALSE
ENSDARG00000036345,0.984513787,0.999737975,0.057781696,cmtr2,FALSE
ENSDARG00000018966,0.984513787,0.999737975,0.057781696,cyb5r1,FALSE
ENSDARG00000100479,0.984513787,0.999737975,0.057781696,si:dkey-43f9.4,FALSE
ENSDARG00000053695,0.984513787,0.999737975,0.057781696,zgc:162948,FALSE
ENSDARG00000067593,0.984513787,0.999737975,0.057781696,SCO1,FALSE
ENSDARG00000026024,0.984513787,0.999737975,0.057781696,mospd2,FALSE
ENSDARG00000007196,0.984513787,0.999737975,0.057781696,rae1,FALSE
ENSDARG00000102304,0.984513787,0.999737975,0.057781696,CCDC171 (1 to many),FALSE
ENSDARG00000098785,0.984559762,0.999737975,0.017035533,glrx3,FALSE
ENSDARG00000015907,0.984608812,0.999737975,0.048450732,dcbld1,FALSE
ENSDARG00000074393,0.98467143,0.999737975,0.038322105,sh3yl1,FALSE
ENSDARG00000090194,0.984726591,0.999737975,0.036481244,lamtor5,FALSE
ENSDARG00000032985,0.984788841,0.999737975,0.048543296,mrpl27,FALSE
ENSDARG00000019339,0.984965329,0.999737975,-0.025390812,uxt,FALSE
ENSDARG00000009170,0.98501869,0.999737975,0.021465121,ctr9,FALSE
ENSDARG00000025889,0.98502686,0.999737975,-0.041079895,usp14,FALSE
ENSDARG00000016607,0.985056729,0.999737975,0.033769177,echdc2,FALSE
ENSDARG00000038025,0.985066853,0.999737975,0.043940047,cbx7a,FALSE
ENSDARG00000015427,0.985082967,0.999737975,-0.009814614,hdac1,TRUE
ENSDARG00000016979,0.985127616,0.999737975,0.048712254,pmpcb,FALSE
ENSDARG00000004060,0.985205021,0.999737975,0.048749925,bhlhe40,FALSE
ENSDARG00000054793,0.985225416,0.999737975,-0.023512447,emc10,FALSE
ENSDARG00000087456,0.985259496,0.999737975,0.014921622,NDUFB1,FALSE
ENSDARG00000096876,0.985279589,0.999737975,0.048785894,si:dkey-61o18.2,FALSE
ENSDARG00000088984,0.985333446,0.999737975,0.029988464,cep131,FALSE
ENSDARG00000044923,0.985344059,0.999737975,0.030106384,ube2w,FALSE
ENSDARG00000038290,0.985620849,0.999737975,0.037423,thoc5,FALSE
ENSDARG00000028957,0.985656843,0.999737975,-0.032678944,maff,FALSE
ENSDARG00000087402,0.985695143,0.999737975,0.040137964,TPM1,FALSE
ENSDARG00000035763,0.985697812,0.999737975,0.048981926,stx18,FALSE
ENSDARG00000038066,0.985724565,0.999737975,0.053263973,kpna2,TRUE
ENSDARG00000042839,0.985724565,0.999737975,0.053263973,dph6,FALSE
ENSDARG00000055837,0.985724565,0.999737975,0.053263973,arhgef1b,FALSE
ENSDARG00000102536,0.985724565,0.999737975,0.053263973,zgc:174646,FALSE
ENSDARG00000101024,0.985731343,0.999737975,0.048997233,nufip1,FALSE
ENSDARG00000098916,0.985733625,0.999737975,0.048998272,krit1,FALSE
ENSDARG00000005251,0.985745623,0.999737975,-0.02236025,rpe,FALSE
ENSDARG00000099923,0.985748651,0.999737975,0.04900511,MGAT4D,FALSE
ENSDARG00000044203,0.985754077,0.999737975,0.049007576,sumf1,FALSE
ENSDARG00000056966,0.98577392,0.999737975,0.049016582,nek7,FALSE
ENSDARG00000003017,0.985774201,0.999737975,0.049016709,zgc:55512,FALSE
ENSDARG00000024815,0.985776047,0.999737975,0.049017546,ogfrl2,FALSE
ENSDARG00000059212,0.985776725,0.999737975,0.049017854,ciao1,FALSE
ENSDARG00000102362,0.985933837,0.999737975,-0.041174187,slc25a12,FALSE
ENSDARG00000091111,0.98597114,0.999737975,0.04053465,TIFA,FALSE
ENSDARG00000044001,0.986012214,0.999737975,0.039327393,lgals3l,FALSE
ENSDARG00000029415,0.986326154,0.999737975,0.029729288,mtx2,FALSE
ENSDARG00000038113,0.986347993,0.999737975,0.040995499,rprd1b,FALSE
ENSDARG00000045373,0.986424824,0.999737975,-0.011678055,pabpn1,FALSE
ENSDARG00000027649,0.986464299,0.999737975,-0.040048657,cpsf3,FALSE
ENSDARG00000097692,0.986473092,0.999737975,0.032319125,si:ch211-116o3.5,FALSE
ENSDARG00000011219,0.986511408,0.999737975,0.034612099,akt2,FALSE
ENSDARG00000039601,0.986514935,0.999737975,0.013691766,ier3ip1,FALSE
ENSDARG00000075560,0.986595694,0.999737975,0.041274119,kmt2cb,FALSE
ENSDARG00000014963,0.986704378,0.999737975,-0.036044524,triap1,FALSE
ENSDARG00000104848,0.986715947,0.999737975,0.035040562,cdkal1,FALSE
ENSDARG00000037935,0.986735438,0.999737975,0.049428875,aldh16a1,FALSE
ENSDARG00000027986,0.986747361,0.999737975,0.049433701,slc35d1b,FALSE
ENSDARG00000073801,0.986747361,0.999737975,0.049433701,si:dkeyp-104h9.5,FALSE
ENSDARG00000002298,0.986787868,0.999737975,0.035181964,ankrd22,FALSE
ENSDARG00000101431,0.986802535,0.999737975,-0.049218741,gas8,FALSE
ENSDARG00000099175,0.986821361,0.999737975,-0.006265122,hmgb1a,FALSE
ENSDARG00000008748,0.9868345,0.999737975,-0.018801779,ube2na,FALSE
ENSDARG00000100222,0.986928072,0.999737975,0.034268072,utrn,FALSE
ENSDARG00000030340,0.986928924,0.999737975,0.035447138,guk1a,FALSE
ENSDARG00000099521,0.98697749,0.999737975,-0.035713039,CU466240.1,FALSE
ENSDARG00000017571,0.987131248,0.999737975,-0.036091251,mccc2,FALSE
ENSDARG00000045092,0.987213899,0.999737975,-0.035704364,cdk5rap3,FALSE
ENSDARG00000031929,0.987305483,0.999737975,-0.035701039,stard14,FALSE
ENSDARG00000101295,0.987405963,0.999737975,-0.035697414,psmd4a,FALSE
ENSDARG00000009346,0.987672428,0.999737975,-0.012396656,caprin1a,FALSE
ENSDARG00000075559,0.987684962,0.999737975,-0.013768531,ppm1g,FALSE
ENSDARG00000039913,0.987747771,0.999737975,0.018398487,tmem147,FALSE
ENSDARG00000099730,0.987859348,0.999737975,0.019131693,pkma,FALSE
ENSDARG00000036044,0.987951118,0.999737975,-0.002214445,rps20,TRUE
ENSDARG00000035869,0.987981747,0.999737975,0.034140603,azin1b,FALSE
ENSDARG00000105117,0.988005074,0.999737975,-0.030642174,sdad1,FALSE
ENSDARG00000034734,0.988106553,0.999737975,0.03422074,med6,FALSE
ENSDARG00000014943,0.988235667,0.999737975,0.043894557,kif23,FALSE
ENSDARG00000088820,0.988235667,0.999737975,0.043894557,znf1134,FALSE
ENSDARG00000024276,0.988235667,0.999737975,0.043894557,pcbp4,FALSE
ENSDARG00000039697,0.988235667,0.999737975,0.043894557,shtn1,FALSE
ENSDARG00000005525,0.988235667,0.999737975,0.043894557,acy3.2,FALSE
ENSDARG00000038242,0.988235667,0.999737975,0.043894557,zgc:113333,FALSE
ENSDARG00000000853,0.988235667,0.999737975,0.043894557,dstyk,FALSE
ENSDARG00000097295,0.988235667,0.999737975,0.043894557,si:ch211-264g8.3,FALSE
ENSDARG00000095708,0.988235667,0.999737975,0.043894557,znf1012,FALSE
ENSDARG00000058115,0.988235667,0.999737975,0.043894557,fgfr2,FALSE
ENSDARG00000003872,0.988235667,0.999737975,0.043894557,ccdc102a,FALSE
ENSDARG00000019406,0.988235667,0.999737975,0.043894557,zgc:63470,FALSE
ENSDARG00000098240,0.988235667,0.999737975,0.043894557,meis2a,FALSE
ENSDARG00000006921,0.988235667,0.999737975,0.043894557,lrp5,TRUE
